5000000000.000 -1.4962747038E-002 +4.4630151563E-001 
5010000000.000 +2.7772719871E-002 +4.4756045675E-001 
5020000000.000 +7.1747169617E-002 +4.4571306745E-001 
5030000000.000 +1.1864529040E-001 +4.3891810944E-001 
5040000000.000 +1.6578410030E-001 +4.2355378633E-001 
5050000000.000 +2.0639401579E-001 +4.0143493108E-001 
5060000000.000 +2.4286611885E-001 +3.7843806879E-001 
5070000000.000 +2.7880698391E-001 +3.5351918102E-001 
5080000000.000 +3.1255654886E-001 +3.2412490751E-001 
5090000000.000 +3.4277172042E-001 +2.9145648439E-001 
5100000000.000 +3.7000886095E-001 +2.5666064883E-001 
5110000000.000 +3.9411091036E-001 +2.1887551496E-001 
5120000000.000 +4.1425849613E-001 +1.7850001219E-001 
5130000000.000 +4.3016055492E-001 +1.3597141503E-001 
5140000000.000 +4.4178642159E-001 +9.2113618009E-002 
5150000000.000 +4.4753481014E-001 +4.8012861683E-002 
5160000000.000 +4.5008634070E-001 +3.9762954515E-003 
5170000000.000 +4.4752962163E-001 -4.0359554589E-002 
5180000000.000 +4.4013035464E-001 -8.3617968525E-002 
5190000000.000 +4.3140187543E-001 -1.2354410520E-001 
5200000000.000 +4.2263695398E-001 -1.6544956529E-001 
5210000000.000 +4.0803986363E-001 -2.1192451516E-001 
5220000000.000 +3.8285503708E-001 -2.5757969499E-001 
5230000000.000 +3.5098081420E-001 -2.9655579438E-001 
5240000000.000 +3.1654716132E-001 -3.2939156920E-001 
5250000000.000 +2.8073896695E-001 -3.5725510511E-001 
5260000000.000 +2.4499019387E-001 -3.8109476918E-001 
5270000000.000 +2.0817241644E-001 -4.0507711310E-001 
5280000000.000 +1.6549774600E-001 -4.2655249981E-001 
5290000000.000 +1.1790978788E-001 -4.4102709224E-001 
5300000000.000 +7.1516780688E-002 -4.4665078852E-001 
5310000000.000 +2.8335941418E-002 -4.4786494924E-001 
5320000000.000 -1.3743890928E-002 -4.4709607754E-001 
5330000000.000 -5.5491996424E-002 -4.4422770364E-001 
5340000000.000 -9.7895327170E-002 -4.3712360439E-001 
5350000000.000 -1.4012086371E-001 -4.2570015204E-001 
5360000000.000 -1.8120364071E-001 -4.1015402268E-001 
5370000000.000 -2.2108440741E-001 -3.8962101584E-001 
5380000000.000 -2.5778984120E-001 -3.6572167953E-001 
5390000000.000 -2.9199071052E-001 -3.3838617875E-001 
5400000000.000 -3.2376978250E-001 -3.0752363137E-001 
5410000000.000 -3.5207546453E-001 -2.7370920933E-001 
5420000000.000 -3.7647587986E-001 -2.3720561080E-001 
5430000000.000 -3.9644764153E-001 -1.9893609403E-001 
5440000000.000 -4.1256512991E-001 -1.5980599393E-001 
5450000000.000 -4.2612459934E-001 -1.2025436277E-001 
5460000000.000 -4.3742528347E-001 -7.8032003824E-002 
5470000000.000 -4.4440089559E-001 -3.3196987546E-002 
5480000000.000 -4.4482738822E-001 +1.3336668274E-002 
5490000000.000 -4.3898610999E-001 +5.8563171363E-002 
5500000000.000 -4.2916129589E-001 +1.0158561238E-001 
5510000000.000 -4.1539975686E-001 +1.4261271544E-001 
5520000000.000 -3.9674251966E-001 +1.8153933248E-001 
5530000000.000 -3.7484727088E-001 +2.1667115357E-001 
5540000000.000 -3.5170313386E-001 +2.4936264314E-001 
5550000000.000 -3.2639483834E-001 +2.8063945583E-001 
5560000000.000 -2.9843424678E-001 +3.1028650729E-001 
5570000000.000 -2.6701368602E-001 +3.3920871453E-001 
5580000000.000 -2.3054511799E-001 +3.6577371823E-001 
5590000000.000 -1.8968723444E-001 +3.8594115674E-001 
5600000000.000 -1.4921162264E-001 +3.9948011051E-001 
5610000000.000 -1.0976209918E-001 +4.1006307772E-001 
5620000000.000 -6.9434912320E-002 +4.1742723880E-001 
5630000000.000 -2.9903564473E-002 +4.2075978934E-001 
5640000000.000 +8.0607904730E-003 +4.2255465476E-001 
5650000000.000 +4.9341867885E-002 +4.2414670478E-001 
5660000000.000 +9.5131486925E-002 +4.1968583961E-001 
5670000000.000 +1.4005760769E-001 +4.0584265551E-001 
5680000000.000 +1.7965121138E-001 +3.8715278516E-001 
5690000000.000 +2.1497648823E-001 +3.6631749918E-001 
5700000000.000 +2.4870638749E-001 +3.4425877791E-001 
5710000000.000 +2.8219844339E-001 +3.1797242176E-001 
5720000000.000 +3.1350774012E-001 +2.8703785175E-001 
5730000000.000 +3.3937505590E-001 +2.5286828353E-001 
5740000000.000 +3.6000272376E-001 +2.1781723360E-001 
5750000000.000 +3.7764581451E-001 +1.8209618406E-001 
5760000000.000 +3.9236444571E-001 +1.4502733340E-001 
5770000000.000 +4.0407072801E-001 +1.0690095156E-001 
5780000000.000 +4.1293523087E-001 +6.7024463212E-002 
5790000000.000 +4.1689071827E-001 +2.5302833416E-002 
5800000000.000 +4.1565125867E-001 -1.6056994810E-002 
5810000000.000 +4.1071127787E-001 -5.5711201964E-002 
5820000000.000 +4.0131690048E-001 -9.6099186422E-002 
5830000000.000 +3.8664861005E-001 -1.3276013491E-001 
5840000000.000 +3.7192112910E-001 -1.6421782995E-001 
5850000000.000 +3.5959360986E-001 -1.9741116327E-001 
5860000000.000 +3.4145724007E-001 -2.3551786005E-001 
5870000000.000 +3.1381097701E-001 -2.6972501481E-001 
5880000000.000 +2.8451617142E-001 -2.9622252598E-001 
5890000000.000 +2.5766565203E-001 -3.2195788907E-001 
5900000000.000 +2.2414266457E-001 -3.4849551307E-001 
5910000000.000 +1.8447274706E-001 -3.6721648928E-001 
5920000000.000 +1.4753863318E-001 -3.7762214017E-001 
5930000000.000 +1.1467082252E-001 -3.8834693982E-001 
5940000000.000 +7.8374373362E-002 -3.9966893563E-001 
5950000000.000 +3.8401544039E-002 -4.0576971207E-001 
5960000000.000 -1.2298217268E-003 -4.0766981595E-001 
5970000000.000 -4.2752823194E-002 -4.0593624701E-001 
5980000000.000 -8.4458381211E-002 -3.9680280347E-001 
5990000000.000 -1.2093059896E-001 -3.8130762387E-001 
6000000000.000 -1.5173832525E-001 -3.6545879663E-001 
6010000000.000 -1.8183108758E-001 -3.5206553385E-001 
6020000000.000 -2.1210301251E-001 -3.3609195179E-001 
6030000000.000 -2.4286709828E-001 -3.1773741074E-001 
6040000000.000 -2.7414892343E-001 -2.9504608247E-001 
6050000000.000 -3.0382002723E-001 -2.6699325246E-001 
6060000000.000 -3.2910204207E-001 -2.3521806057E-001 
6070000000.000 -3.4941318001E-001 -2.0125473501E-001 
6080000000.000 -3.6613092958E-001 -1.6625634457E-001 
6090000000.000 -3.7925987998E-001 -1.3030297133E-001 
6100000000.000 -3.8978065751E-001 -9.4315124074E-002 
6110000000.000 -3.9820398404E-001 -5.6673918012E-002 
6120000000.000 -4.0268719855E-001 -1.6552885101E-002 
6130000000.000 -4.0163388243E-001 +2.3738687122E-002 
6140000000.000 -3.9594694583E-001 +6.2738578656E-002 
6150000000.000 -3.8766860068E-001 +1.0003136551E-001 
6160000000.000 -3.7663960953E-001 +1.3746273086E-001 
6170000000.000 -3.6141147893E-001 +1.7453370998E-001 
6180000000.000 -3.4111443377E-001 +2.1003996942E-001 
6190000000.000 -3.1570959065E-001 +2.4229146064E-001 
6200000000.000 -2.8877947111E-001 +2.7014582212E-001 
6210000000.000 -2.6095146556E-001 +2.9476575589E-001 
6220000000.000 -2.3172165515E-001 +3.1686657957E-001 
6230000000.000 -2.0086598388E-001 +3.3666865601E-001 
6240000000.000 -1.6871954609E-001 +3.5361970566E-001 
6250000000.000 -1.3514349132E-001 +3.6832299825E-001 
6260000000.000 -9.9569987564E-002 +3.8029283021E-001 
6270000000.000 -6.1864156417E-002 +3.8872892432E-001 
6280000000.000 -2.3381459668E-002 +3.9283801221E-001 
6290000000.000 +1.5124122009E-002 +3.9289787798E-001 
6300000000.000 +5.3179607184E-002 +3.8917982922E-001 
6310000000.000 +9.0915310870E-002 +3.8126587840E-001 
6320000000.000 +1.2623320130E-001 +3.6923439591E-001 
6330000000.000 +1.5929010362E-001 +3.5537573107E-001 
6340000000.000 +1.9249114179E-001 +3.4040853293E-001 
6350000000.000 +2.2601401448E-001 +3.2158003542E-001 
6360000000.000 +2.5761408376E-001 +2.9785819980E-001 
6370000000.000 +2.8569285753E-001 +2.6954580565E-001 
6380000000.000 +3.0967590422E-001 +2.3937452235E-001 
6390000000.000 +3.3024154779E-001 +2.0837978153E-001 
6400000000.000 +3.4816777986E-001 +1.7587099990E-001 
6410000000.000 +3.6293816901E-001 +1.4128080490E-001 
6420000000.000 +3.7377531024E-001 +1.0515001522E-001 
6430000000.000 +3.8098340733E-001 +6.8868642739E-002 
6440000000.000 +3.8477910034E-001 +3.3662847383E-002 
6450000000.000 +3.8646380954E-001 -9.7376967192E-004 
6460000000.000 +3.8665055080E-001 -3.6303785870E-002 
6470000000.000 +3.8454573327E-001 -7.3711093305E-002 
6480000000.000 +3.7690339944E-001 -1.1267316257E-001 
6490000000.000 +3.6279309062E-001 -1.5001123388E-001 
6500000000.000 +3.4451850771E-001 -1.8441712614E-001 
6510000000.000 +3.2269549983E-001 -2.1572710170E-001 
6520000000.000 +2.9793942630E-001 -2.4276027362E-001 
6530000000.000 +2.7457508574E-001 -2.6519086792E-001 
6540000000.000 +2.5298728278E-001 -2.8815444631E-001 
6550000000.000 +2.2702520054E-001 -3.1431547329E-001 
6560000000.000 +1.9412503129E-001 -3.3826847152E-001 
6570000000.000 +1.5877089794E-001 -3.5616432288E-001 
6580000000.000 +1.2328663894E-001 -3.6962806053E-001 
6590000000.000 +8.7376469897E-002 -3.8004990374E-001 
6600000000.000 +5.0485852428E-002 -3.8696724008E-001 
6610000000.000 +1.3785775725E-002 -3.9023144388E-001 
