! Probe	Frequency	Pt Number	X pos	Y pos	Gamma s11	Phi s11	Gamma s12	Phi s12	Gamma s21	Phi s21	Gamma s22	Phi s22	loss
1	2.50000	18	4000	2438	0.01572	 -48.08	0.98148	 103.27	0.98378	 103.76	0.02752	-129.30	 0.14
1	2.50000	19	4250	2438	0.01579	 -48.53	0.98143	 103.33	0.98303	 103.70	0.02760	-129.45	 0.15
1	2.50000	20	4500	2438	0.01564	 -47.34	0.98187	 103.27	0.98273	 103.75	0.02771	-129.42	 0.15
1	2.50000	21	4750	2438	0.01563	 -47.52	0.98178	 103.27	0.98317	 103.80	0.02776	-129.46	 0.15
1	2.50000	22	5000	2438	0.01572	 -47.65	0.98108	 103.27	0.98302	 103.73	0.02777	-129.49	 0.15
1	2.50000	23	5250	2438	0.01585	 -47.56	0.98178	 103.27	0.98283	 103.76	0.02789	-129.46	 0.15
1	2.50000	24	5500	2438	0.01581	 -47.33	0.98212	 103.31	0.98281	 103.70	0.02773	-129.03	 0.15
1	2.50000	25	5750	2438	0.01577	 -47.53	0.98140	 103.32	0.98275	 103.69	0.02774	-129.20	 0.15
1	2.50000	26	6000	2438	0.01567	 -48.13	0.98172	 103.36	0.98300	 103.73	0.02779	-129.34	 0.15
1	2.50000	27	6250	2438	0.01597	 -47.59	0.98198	 103.27	0.98274	 103.77	0.02782	-129.36	 0.15
1	2.50000	28	6500	2438	0.01586	 -48.00	0.98136	 103.30	0.98273	 103.72	0.02778	-129.25	 0.15
1	2.50000	29	6750	2438	0.01586	 -47.79	0.98122	 103.29	0.98329	 103.76	0.02769	-129.16	 0.15
1	2.50000	30	7000	2438	0.01576	 -48.38	0.98165	 103.28	0.98190	 103.75	0.02772	-129.11	 0.16
1	2.50000	31	7250	2438	0.01580	 -47.70	0.98180	 103.34	0.98382	 103.73	0.02747	-129.30	 0.14
1	2.50000	32	7500	2438	0.01572	 -47.43	0.98255	 103.27	0.98331	 103.76	0.02768	-129.06	 0.15
1	2.50000	33	7750	2438	0.01589	 -48.20	0.98110	 103.28	0.98250	 103.76	0.02750	-129.24	 0.15
1	2.50000	34	8000	2438	0.01573	 -48.04	0.98201	 103.28	0.98324	 103.75	0.02761	-129.55	 0.15
1	2.50000	35	8250	2438	0.01561	 -48.73	0.98175	 103.32	0.98304	 103.77	0.02754	-129.02	 0.15
1	2.50000	36	8500	2438	0.01564	 -47.87	0.98166	 103.35	0.98340	 103.73	0.02748	-129.70	 0.14
1	2.50000	37	8750	2438	0.01564	 -47.46	0.98170	 103.31	0.98271	 103.75	0.02772	-129.54	 0.15
1	2.50000	38	9000	2438	0.01572	 -47.87	0.98188	 103.32	0.98315	 103.74	0.02757	-129.55	 0.15
1	2.50000	39	9250	2438	0.01580	 -47.87	0.98163	 103.27	0.98285	 103.74	0.02773	-129.53	 0.15
1	2.50000	40	9500	2438	0.01571	 -47.16	0.98237	 103.29	0.98251	 103.72	0.02791	-129.34	 0.15
1	2.50000	41	9750	2438	0.01572	 -47.40	0.98160	 103.26	0.98293	 103.78	0.02787	-129.31	 0.15
1	2.50000	42	10000	2438	0.01573	 -48.41	0.98116	 103.29	0.98229	 103.77	0.02782	-129.54	 0.15
1	2.50000	43	10250	2438	0.01576	 -47.81	0.98199	 103.37	0.98161	 103.74	0.02790	-128.97	 0.16
1	2.50000	44	10500	2438	0.01585	 -47.94	0.98072	 103.31	0.98358	 103.72	0.02761	-129.49	 0.14
1	2.50000	45	10750	2438	0.01578	 -47.69	0.98148	 103.26	0.98340	 103.74	0.02765	-129.26	 0.14
1	2.50000	46	11000	2438	0.01587	 -48.12	0.98114	 103.35	0.98247	 103.71	0.02772	-129.25	 0.15
1	2.50000	47	11250	2438	0.01587	 -47.71	0.98116	 103.32	0.98278	 103.72	0.02761	-129.37	 0.15
1	2.50000	48	11500	2438	0.01589	 -47.83	0.98152	 103.29	0.98299	 103.71	0.02767	-129.27	 0.15
1	2.50000	49	11750	2438	0.01581	 -47.63	0.98163	 103.32	0.98317	 103.69	0.02757	-129.18	 0.15
1	2.50000	50	12000	2438	0.01568	 -48.42	0.98113	 103.33	0.98336	 103.73	0.02755	-129.09	 0.14
1	2.50000	51	12250	2438	0.01586	 -48.44	0.98096	 103.29	0.98238	 103.77	0.02762	-129.07	 0.15
1	2.50000	52	12500	2438	0.01570	 -48.70	0.98085	 103.32	0.98222	 103.74	0.02769	-129.48	 0.15
1	2.50000	53	12750	2438	0.01580	 -48.39	0.98181	 103.28	0.98292	 103.72	0.02757	-129.31	 0.15
1	2.50000	54	13000	2438	0.01564	 -47.37	0.98175	 103.30	0.98356	 103.70	0.02765	-129.58	 0.14
1	2.50000	55	13250	2438	0.01579	 -48.60	0.98139	 103.30	0.98269	 103.70	0.02766	-129.34	 0.15
1	2.50000	56	13500	2438	0.01568	 -47.96	0.98167	 103.31	0.98262	 103.72	0.02773	-129.23	 0.15
1	2.50000	57	13750	2438	0.01572	 -48.09	0.98166	 103.31	0.98328	 103.72	0.02748	-129.40	 0.15
1	2.50000	58	14000	2438	0.01560	 -47.60	0.98181	 103.27	0.98254	 103.73	0.02778	-129.21	 0.15
1	2.50000	59	14250	2438	0.01569	 -48.17	0.98155	 103.31	0.98360	 103.77	0.02768	-129.14	 0.14
1	2.50000	60	14500	2438	0.01564	 -46.90	0.98249	 103.29	0.98275	 103.74	0.02776	-129.26	 0.15
1	2.50000	61	14750	2438	0.01558	 -48.24	0.98093	 103.40	0.98354	 103.70	0.02752	-129.37	 0.14
1	2.50000	62	0	4877	0.01316	 -36.56	0.98241	 103.24	0.98309	 103.78	0.02957	-136.28	 0.15
1	2.50000	63	250	4877	0.01443	 -35.02	0.98201	 103.23	0.98430	 103.75	0.03039	-135.18	 0.14
1	2.50000	64	500	4877	0.01577	 -33.63	0.98173	 103.20	0.98366	 103.78	0.03113	-132.76	 0.14
1	2.50000	65	750	4877	0.01677	 -35.28	0.98083	 103.21	0.98293	 103.84	0.03155	-130.56	 0.15
1	2.50000	66	1000	4877	0.01795	 -37.41	0.98074	 103.23	0.98325	 103.79	0.03136	-128.19	 0.15
1	2.50000	67	1250	4877	0.01879	 -40.36	0.98035	 103.25	0.98220	 103.80	0.03105	-125.75	 0.15
1	2.50000	68	1500	4877	0.01924	 -43.89	0.98025	 103.26	0.98241	 103.80	0.03042	-123.84	 0.15
1	2.50000	69	1750	4877	0.01948	 -47.48	0.98074	 103.31	0.98188	 103.75	0.02947	-122.28	 0.16
1	2.50000	70	2000	4877	0.01950	 -50.82	0.98073	 103.32	0.98242	 103.74	0.02817	-121.38	 0.15
1	2.50000	71	2250	4877	0.01894	 -54.08	0.98082	 103.28	0.98268	 103.74	0.02689	-121.21	 0.15
1	2.50000	72	2500	4877	0.01839	 -57.13	0.98161	 103.28	0.98232	 103.73	0.02568	-122.07	 0.15
1	2.50000	73	2750	4877	0.01734	 -59.83	0.98128	 103.28	0.98221	 103.72	0.02471	-123.88	 0.15
1	2.50000	74	3000	4877	0.01603	 -61.28	0.98197	 103.30	0.98294	 103.68	0.02382	-126.21	 0.15
1	2.50000	75	3250	4877	0.01484	 -62.41	0.98178	 103.38	0.98243	 103.60	0.02364	-129.19	 0.15
1	2.50000	76	3500	4877	0.01349	 -60.16	0.98196	 103.29	0.98374	 103.69	0.02393	-132.59	 0.14
1	2.50000	77	3750	4877	0.01271	 -56.98	0.98234	 103.27	0.98324	 103.72	0.02488	-135.15	 0.15
1	2.50000	78	4000	4877	0.01208	 -52.64	0.98166	 103.30	0.98380	 103.67	0.02573	-136.96	 0.14
1	2.50000	79	4250	4877	0.01193	 -44.80	0.98296	 103.27	0.98425	 103.69	0.02706	-137.42	 0.14
1	2.50000	80	4500	4877	0.01241	 -40.19	0.98229	 103.29	0.98428	 103.74	0.02832	-137.15	 0.14
1	2.50000	81	4750	4877	0.01341	 -36.35	0.98245	 103.26	0.98352	 103.71	0.02969	-135.95	 0.14
1	2.50000	82	5000	4877	0.01463	 -34.30	0.98133	 103.22	0.98348	 103.73	0.03048	-134.66	 0.14
1	2.50000	83	5250	4877	0.01596	 -34.46	0.98122	 103.20	0.98346	 103.78	0.03108	-132.76	 0.14
1	2.50000	84	5500	4877	0.01685	 -35.79	0.98113	 103.25	0.98317	 103.76	0.03146	-130.25	 0.15
1	2.50000	85	5750	4877	0.01783	 -37.68	0.98032	 103.30	0.98255	 103.76	0.03128	-127.52	 0.15
1	2.50000	86	6000	4877	0.01884	 -41.00	0.98050	 103.23	0.98286	 103.78	0.03090	-125.69	 0.15
1	2.50000	87	6250	4877	0.01924	 -44.23	0.98058	 103.36	0.98211	 103.75	0.03040	-123.62	 0.16
1	2.50000	88	6500	4877	0.01939	 -48.12	0.98054	 103.37	0.98178	 103.77	0.02942	-122.19	 0.16
1	2.50000	89	6750	4877	0.01946	 -51.85	0.98052	 103.31	0.98220	 103.74	0.02806	-121.61	 0.15
1	2.50000	90	7000	4877	0.01891	 -55.00	0.98132	 103.34	0.98191	 103.69	0.02679	-121.19	 0.16
1	2.50000	91	7250	4877	0.01805	 -58.00	0.98085	 103.33	0.98165	 103.66	0.02546	-122.37	 0.16
1	2.50000	92	7500	4877	0.01706	 -60.61	0.98109	 103.36	0.98219	 103.69	0.02453	-124.26	 0.15
1	2.50000	93	7750	4877	0.01583	 -60.77	0.98152	 103.37	0.98267	 103.65	0.02392	-126.94	 0.15
1	2.50000	94	8000	4877	0.01461	 -61.61	0.98116	 103.34	0.98313	 103.67	0.02375	-129.94	 0.15
1	2.50000	95	8250	4877	0.01355	 -59.19	0.98224	 103.31	0.98292	 103.66	0.02424	-133.47	 0.15
1	2.50000	96	8500	4877	0.01258	 -55.57	0.98282	 103.32	0.98279	 103.67	0.02510	-135.09	 0.15
1	2.50000	97	8750	4877	0.01225	 -50.92	0.98225	 103.31	0.98290	 103.66	0.02609	-136.56	 0.15
1	2.50000	98	9000	4877	0.01206	 -44.55	0.98286	 103.26	0.98370	 103.71	0.02732	-137.45	 0.14
1	2.50000	99	9250	4877	0.01263	 -39.21	0.98246	 103.25	0.98439	 103.67	0.02852	-136.77	 0.14
1	2.50000	100	9500	4877	0.01358	 -36.06	0.98185	 103.19	0.98375	 103.76	0.02968	-135.74	 0.14
1	2.50000	101	9750	4877	0.01485	 -34.48	0.98250	 103.27	0.98422	 103.74	0.03058	-134.10	 0.14
1	2.50000	102	10000	4877	0.01608	 -34.45	0.98110	 103.25	0.98370	 103.70	0.03114	-131.80	 0.14
1	2.50000	103	10250	4877	0.01731	 -35.88	0.98103	 103.19	0.98362	 103.74	0.03142	-129.96	 0.14
1	2.50000	104	10500	4877	0.01796	 -38.29	0.98104	 103.31	0.98294	 103.74	0.03129	-127.23	 0.15
1	2.50000	105	10750	4877	0.01877	 -41.56	0.98074	 103.32	0.98232	 103.80	0.03095	-125.26	 0.15
1	2.50000	106	11000	4877	0.01937	 -44.32	0.98066	 103.29	0.98192	 103.73	0.03016	-123.28	 0.16
1	2.50000	107	11250	4877	0.01960	 -48.25	0.98017	 103.28	0.98270	 103.71	0.02895	-121.93	 0.15
1	2.50000	108	11500	4877	0.01923	 -52.01	0.98137	 103.32	0.98252	 103.76	0.02787	-121.42	 0.15
1	2.50000	109	11750	4877	0.01882	 -54.99	0.98079	 103.26	0.98249	 103.76	0.02667	-121.69	 0.15
1	2.50000	110	12000	4877	0.01788	 -58.30	0.98126	 103.39	0.98220	 103.70	0.02530	-122.85	 0.15
1	2.50000	111	12250	4877	0.01692	 -60.58	0.98162	 103.34	0.98209	 103.73	0.02467	-124.71	 0.16
1	2.50000	112	12500	4877	0.01575	 -61.92	0.98086	 103.35	0.98252	 103.73	0.02388	-127.69	 0.15
1	2.50000	113	12750	4877	0.01438	 -61.12	0.98232	 103.34	0.98249	 103.64	0.02402	-130.19	 0.15
1	2.50000	114	13000	4877	0.01337	 -59.49	0.98222	 103.33	0.98328	 103.64	0.02437	-133.50	 0.15
1	2.50000	115	13250	4877	0.01231	 -54.67	0.98205	 103.32	0.98420	 103.71	0.02500	-135.80	 0.14
1	2.50000	116	13500	4877	0.01190	 -49.49	0.98272	 103.34	0.98344	 103.66	0.02625	-136.83	 0.14
1	2.50000	117	13750	4877	0.01223	 -43.37	0.98253	 103.27	0.98334	 103.67	0.02755	-137.19	 0.15
1	2.50000	118	14000	4877	0.01268	 -39.04	0.98269	 103.26	0.98379	 103.69	0.02883	-136.83	 0.14
1	2.50000	119	14250	4877	0.01365	 -35.93	0.98224	 103.26	0.98423	 103.72	0.02974	-135.74	 0.14
1	2.50000	120	14500	4877	0.01496	 -34.16	0.98228	 103.23	0.98343	 103.77	0.03079	-133.67	 0.14
1	2.50000	121	14750	4877	0.01625	 -34.21	0.98181	 103.25	0.98333	 103.76	0.03136	-131.86	 0.14
1	2.50000	122	0	7316	0.20818	  85.31	0.98653	 100.24	1.00647	 103.21	0.23588	 169.22	-0.25
1	2.50000	123	250	7316	0.21244	  65.50	0.97087	  99.90	1.00119	 104.07	0.24256	-173.01	-0.21
1	2.50000	124	500	7316	0.21730	  46.21	0.95468	  99.87	0.99181	 104.87	0.24758	-155.62	-0.14
1	2.50000	125	750	7316	0.22273	  27.28	0.93901	 100.04	0.97934	 105.39	0.24999	-138.55	-0.04
1	2.50000	126	1000	7316	0.22716	   8.84	0.92485	 100.56	0.96403	 105.67	0.24970	-121.40	 0.09
1	2.50000	127	1250	7316	0.23080	  -9.37	0.91454	 101.22	0.94848	 105.71	0.24684	-104.30	 0.22
1	2.50000	128	1500	7316	0.23283	 -27.31	0.90793	 102.15	0.93331	 105.46	0.24186	 -86.88	 0.36
1	2.50000	129	1750	7316	0.23417	 -45.14	0.90660	 103.08	0.92236	 104.87	0.23479	 -69.20	 0.46
1	2.50000	130	2000	7316	0.23367	 -63.06	0.91071	 103.95	0.91430	 104.17	0.22652	 -50.89	 0.53
1	2.50000	131	2250	7316	0.23180	 -80.89	0.92081	 104.72	0.91210	 103.27	0.21794	 -31.92	 0.56
1	2.50000	132	2500	7316	0.22843	 -99.03	0.93417	 105.27	0.91422	 102.38	0.20924	 -12.12	 0.55
1	2.50000	133	2750	7316	0.22417	-117.43	0.94993	 105.52	0.92118	 101.54	0.20221	   8.38	 0.49
1	2.50000	134	3000	7316	0.21890	-136.25	0.96727	 105.42	0.93178	 100.90	0.19782	  29.58	 0.40
1	2.50000	135	3250	7316	0.21367	-155.45	0.98368	 104.99	0.94558	 100.59	0.19600	  51.28	 0.28
1	2.50000	136	3500	7316	0.20874	-175.12	0.99599	 104.31	0.95953	 100.45	0.19762	  72.96	 0.17
1	2.50000	137	3750	7316	0.20504	 164.68	1.00497	 103.49	0.97463	 100.54	0.20256	  94.24	 0.04
1	2.50000	138	4000	7316	0.20298	 144.17	1.00848	 102.53	0.98919	 100.95	0.21021	 114.72	-0.09
1	2.50000	139	4250	7316	0.20241	 123.60	1.00508	 101.66	0.99834	 101.60	0.21885	 134.45	-0.17
1	2.50000	140	4500	7316	0.20368	 103.14	0.99705	 100.87	1.00415	 102.42	0.22789	 153.39	-0.22
1	2.50000	141	4750	7316	0.20646	  82.96	0.98379	 100.22	1.00431	 103.34	0.23562	 171.61	-0.23
1	2.50000	142	5000	7316	0.21043	  63.08	0.96924	  99.87	0.99972	 104.22	0.24213	-170.64	-0.19
1	2.50000	143	5250	7316	0.21505	  43.61	0.95264	  99.87	0.99053	 104.93	0.24602	-153.24	-0.12
1	2.50000	144	5500	7316	0.21960	  24.75	0.93758	 100.17	0.97675	 105.50	0.24798	-136.09	-0.01
1	2.50000	145	5750	7316	0.22424	   6.15	0.92403	 100.71	0.96180	 105.74	0.24691	-118.88	 0.11
1	2.50000	146	6000	7316	0.22762	 -11.99	0.91415	 101.53	0.94698	 105.82	0.24348	-101.55	 0.24
1	2.50000	147	6250	7316	0.22908	 -30.02	0.90873	 102.47	0.93187	 105.44	0.23798	 -83.86	 0.38
1	2.50000	148	6500	7316	0.23008	 -48.10	0.90858	 103.37	0.92054	 104.90	0.23154	 -66.00	 0.48
1	2.50000	149	6750	7316	0.23013	 -66.00	0.91394	 104.29	0.91503	 104.08	0.22363	 -47.49	 0.54
1	2.50000	150	7000	7316	0.22848	 -83.97	0.92310	 105.04	0.91201	 103.23	0.21491	 -28.41	 0.57
1	2.50000	151	7250	7316	0.22520	-101.97	0.93747	 105.49	0.91615	 102.45	0.20644	  -8.49	 0.53
1	2.50000	152	7500	7316	0.22073	-120.41	0.95298	 105.72	0.92370	 101.62	0.19954	  12.15	 0.47
1	2.50000	153	7750	7316	0.21540	-139.34	0.97085	 105.47	0.93481	 101.05	0.19548	  33.51	 0.38
1	2.50000	154	8000	7316	0.21015	-158.85	0.98617	 105.03	0.94899	 100.56	0.19459	  55.29	 0.26
1	2.50000	155	8250	7316	0.20478	-178.69	0.99788	 104.20	0.96288	 100.48	0.19645	  76.80	 0.14
1	2.50000	156	8500	7316	0.20139	 161.11	1.00608	 103.23	0.97811	 100.64	0.20216	  97.90	 0.01
1	2.50000	157	8750	7316	0.19986	 140.44	1.00795	 102.31	0.99113	 101.02	0.21019	 118.32	-0.10
1	2.50000	158	9000	7316	0.19975	 119.66	1.00393	 101.33	1.00039	 101.57	0.21920	 137.83	-0.18
1	2.50000	159	9250	7316	0.20131	  99.23	0.99435	 100.53	1.00444	 102.38	0.22802	 156.54	-0.22
1	2.50000	160	9500	7316	0.20506	  79.15	0.98217	  99.99	1.00493	 103.25	0.23606	 174.54	-0.23
1	2.50000	161	9750	7316	0.20940	  59.46	0.96681	  99.71	0.99835	 104.17	0.24244	-167.77	-0.18
1	2.50000	162	10000	7316	0.21434	  40.14	0.95022	  99.75	0.98900	 104.87	0.24642	-150.44	-0.11
1	2.50000	163	10250	7316	0.21905	  21.40	0.93464	 100.08	0.97473	 105.43	0.24779	-133.37	 0.01
1	2.50000	164	10500	7316	0.22344	   3.17	0.92281	 100.74	0.95945	 105.67	0.24683	-116.23	 0.14
1	2.50000	165	10750	7316	0.22682	 -15.00	0.91285	 101.53	0.94385	 105.65	0.24334	 -98.97	 0.27
1	2.50000	166	11000	7316	0.22900	 -32.87	0.90877	 102.48	0.92978	 105.36	0.23783	 -81.33	 0.40
1	2.50000	167	11250	7316	0.22966	 -50.66	0.90929	 103.45	0.92010	 104.74	0.23023	 -63.30	 0.49
1	2.50000	168	11500	7316	0.22897	 -68.37	0.91501	 104.37	0.91474	 104.06	0.22173	 -44.89	 0.54
1	2.50000	169	11750	7316	0.22708	 -86.39	0.92579	 105.07	0.91390	 103.10	0.21347	 -25.56	 0.55
1	2.50000	170	12000	7316	0.22341	-104.60	0.93973	 105.58	0.91672	 102.24	0.20551	  -5.45	 0.53
1	2.50000	171	12250	7316	0.21884	-123.15	0.95600	 105.65	0.92502	 101.51	0.19900	  15.36	 0.46
1	2.50000	172	12500	7316	0.21372	-142.06	0.97259	 105.38	0.93606	 100.93	0.19525	  36.66	 0.37
1	2.50000	173	12750	7316	0.20893	-161.56	0.98786	 104.94	0.95079	 100.53	0.19540	  58.40	 0.24
1	2.50000	174	13000	7316	0.20438	 178.41	0.99981	 104.11	0.96534	 100.49	0.19851	  79.99	 0.12
1	2.50000	175	13250	7316	0.20149	 157.97	1.00661	 103.17	0.98092	 100.60	0.20465	 100.78	-0.01
1	2.50000	176	13500	7316	0.19982	 137.42	1.00756	 102.18	0.99270	 101.07	0.21277	 121.12	-0.11
1	2.50000	177	13750	7316	0.20048	 116.78	1.00306	 101.25	1.00171	 101.77	0.22209	 140.52	-0.19
1	2.50000	178	14000	7316	0.20272	  96.12	0.99256	 100.47	1.00595	 102.50	0.23089	 159.18	-0.23
1	2.50000	179	14250	7316	0.20644	  76.03	0.97986	  99.94	1.00395	 103.39	0.23899	 177.29	-0.22
1	2.50000	180	14500	7316	0.21097	  56.50	0.96378	  99.67	0.99755	 104.28	0.24497	-165.28	-0.18
1	2.50000	181	14750	7316	0.21599	  37.36	0.94800	  99.79	0.98646	 104.94	0.24870	-147.98	-0.09
1	2.50000	182	0	7470	0.26760	  86.00	0.97765	  99.48	1.00101	 103.08	0.29598	 167.90	-0.33
1	2.50000	183	250	7470	0.27222	  66.29	0.95956	  99.06	0.99679	 104.18	0.30347	-174.04	-0.31
1	2.50000	184	500	7470	0.27710	  46.97	0.93783	  98.86	0.98564	 105.22	0.30782	-156.43	-0.22
1	2.50000	185	750	7470	0.28233	  28.04	0.91813	  99.21	0.96907	 105.91	0.31040	-138.88	-0.09
1	2.50000	186	1000	7470	0.28612	   9.51	0.90177	  99.89	0.94872	 106.33	0.31040	-121.32	 0.09
1	2.50000	187	1250	7470	0.29018	  -8.90	0.88826	 100.77	0.93025	 106.30	0.30701	-103.79	 0.25
1	2.50000	188	1500	7470	0.29257	 -27.09	0.88056	 101.88	0.91192	 105.99	0.30195	 -86.03	 0.41
1	2.50000	189	1750	7470	0.29342	 -45.24	0.87937	 103.06	0.89709	 105.23	0.29534	 -68.01	 0.55
1	2.50000	190	2000	7470	0.29317	 -63.31	0.88452	 104.24	0.88851	 104.26	0.28714	 -49.43	 0.64
1	2.50000	191	2250	7470	0.29137	 -81.44	0.89644	 105.24	0.88568	 103.17	0.27833	 -30.39	 0.67
1	2.50000	192	2500	7470	0.28811	 -99.79	0.91261	 105.86	0.88765	 102.01	0.26989	 -10.76	 0.66
1	2.50000	193	2750	7470	0.28396	-118.36	0.93302	 106.12	0.89656	 101.03	0.26309	   9.41	 0.58
1	2.50000	194	3000	7470	0.27877	-137.20	0.95455	 106.07	0.90890	 100.22	0.25881	  30.13	 0.48
1	2.50000	195	3250	7470	0.27388	-156.46	0.97540	 105.52	0.92619	  99.71	0.25735	  51.11	 0.33
1	2.50000	196	3500	7470	0.26866	-176.09	0.99225	 104.66	0.94501	  99.54	0.25925	  72.19	 0.17
1	2.50000	197	3750	7470	0.26502	 163.99	1.00211	 103.53	0.96431	  99.66	0.26401	  92.86	-0.00
1	2.50000	198	4000	7470	0.26280	 143.80	1.00579	 102.29	0.98082	 100.21	0.27117	 113.13	-0.14
1	2.50000	199	4250	7470	0.26227	 123.66	1.00209	 101.19	0.99312	 101.11	0.27964	 132.78	-0.25
1	2.50000	200	4500	7470	0.26354	 103.46	0.99114	 100.21	1.00064	 102.05	0.28812	 151.73	-0.32
1	2.50000	201	4750	7470	0.26614	  83.54	0.97560	  99.44	1.00174	 103.19	0.29641	 170.18	-0.33
1	2.50000	202	5000	7470	0.26958	  63.85	0.95671	  99.03	0.99558	 104.35	0.30242	-171.71	-0.29
1	2.50000	203	5250	7470	0.27428	  44.43	0.93626	  98.97	0.98428	 105.28	0.30619	-153.93	-0.20
1	2.50000	204	5500	7470	0.27876	  25.46	0.91731	  99.32	0.96702	 106.02	0.30804	-136.32	-0.06
1	2.50000	205	5750	7470	0.28315	   6.88	0.90084	 100.10	0.94847	 106.39	0.30680	-118.65	 0.10
1	2.50000	206	6000	7470	0.28621	 -11.54	0.88834	 101.03	0.92798	 106.39	0.30314	-100.89	 0.28
1	2.50000	207	6250	7470	0.28831	 -29.75	0.88210	 102.25	0.91074	 105.99	0.29833	 -82.83	 0.44
1	2.50000	208	6500	7470	0.28880	 -48.13	0.88225	 103.40	0.89643	 105.21	0.29170	 -64.67	 0.57
1	2.50000	209	6750	7470	0.28890	 -66.28	0.88791	 104.57	0.88850	 104.26	0.28347	 -46.01	 0.65
1	2.50000	210	7000	7470	0.28749	 -84.46	0.90048	 105.54	0.88651	 103.16	0.27522	 -26.82	 0.67
1	2.50000	211	7250	7470	0.28421	-102.79	0.91711	 106.14	0.89039	 102.02	0.26696	  -7.06	 0.64
1	2.50000	212	7500	7470	0.27978	-121.37	0.93737	 106.37	0.89973	 101.06	0.26071	  13.19	 0.56
1	2.50000	213	7750	7470	0.27457	-140.34	0.95888	 106.14	0.91346	 100.29	0.25643	  33.96	 0.45
1	2.50000	214	8000	7470	0.26924	-159.76	0.97937	 105.49	0.93043	  99.79	0.25533	  55.05	 0.30
1	2.50000	215	8250	7470	0.26433	-179.47	0.99417	 104.55	0.94905	  99.62	0.25787	  76.03	 0.14
1	2.50000	216	8500	7470	0.26071	 160.45	1.00449	 103.29	0.96746	  99.77	0.26323	  96.53	-0.02
1	2.50000	217	8750	7470	0.25915	 140.12	1.00563	 102.02	0.98375	 100.22	0.27075	 116.62	-0.16
1	2.50000	218	9000	7470	0.25911	 119.78	1.00077	 100.80	0.99576	 101.05	0.27970	 136.12	-0.26
1	2.50000	219	9250	7470	0.26042	  99.58	0.98810	  99.83	1.00125	 102.03	0.28833	 154.92	-0.32
1	2.50000	220	9500	7470	0.26409	  79.79	0.97144	  99.17	1.00169	 103.17	0.29620	 173.21	-0.33
1	2.50000	221	9750	7470	0.26801	  60.18	0.95291	  98.74	0.99406	 104.24	0.30263	-168.87	-0.27
1	2.50000	222	10000	7470	0.27311	  40.92	0.93251	  98.82	0.98131	 105.19	0.30645	-151.12	-0.17
1	2.50000	223	10250	7470	0.27794	  22.17	0.91454	  99.25	0.96420	 105.92	0.30815	-133.54	-0.03
1	2.50000	224	10500	7470	0.28205	   3.72	0.89851	 100.05	0.94437	 106.27	0.30703	-115.99	 0.14
1	2.50000	225	10750	7470	0.28563	 -14.56	0.88704	 101.06	0.92514	 106.25	0.30341	 -98.29	 0.31
1	2.50000	226	11000	7470	0.28772	 -32.70	0.88166	 102.29	0.90803	 105.81	0.29759	 -80.28	 0.46
1	2.50000	227	11250	7470	0.28832	 -50.73	0.88238	 103.51	0.89523	 105.07	0.29003	 -61.93	 0.58
