! Probe	Frequency	Pt Number	X pos	Y pos	Gamma s11	Phi s11	Gamma s12	Phi s12	Gamma s21	Phi s21	Gamma s22	Phi s22	loss
1	4.00000	51	12250	2438	0.01547	 -67.88	0.97600	  21.32	0.98539	  22.06	0.02687	  96.86	 0.13
1	4.00000	52	12500	2438	0.01550	 -67.20	0.97633	  21.36	0.98572	  22.09	0.02689	  96.72	 0.12
1	4.00000	53	12750	2438	0.01547	 -68.07	0.97676	  21.37	0.98536	  22.08	0.02680	  96.81	 0.13
1	4.00000	54	13000	2438	0.01562	 -67.60	0.97629	  21.32	0.98571	  22.10	0.02679	  97.02	 0.12
1	4.00000	55	13250	2438	0.01543	 -67.29	0.97681	  21.40	0.98558	  22.04	0.02678	  96.66	 0.13
1	4.00000	56	13500	2438	0.01536	 -67.59	0.97581	  21.39	0.98512	  22.04	0.02663	  96.65	 0.13
1	4.00000	57	13750	2438	0.01553	 -66.90	0.97690	  21.37	0.98505	  22.12	0.02676	  96.48	 0.13
1	4.00000	58	14000	2438	0.01530	 -67.05	0.97592	  21.38	0.98495	  22.10	0.02673	  96.64	 0.13
1	4.00000	59	14250	2438	0.01554	 -67.38	0.97665	  21.37	0.98614	  22.06	0.02684	  96.75	 0.12
1	4.00000	60	14500	2438	0.01561	 -67.09	0.97668	  21.34	0.98607	  22.10	0.02680	  96.64	 0.12
1	4.00000	61	14750	2438	0.01538	 -67.40	0.97624	  21.39	0.98484	  22.06	0.02660	  96.68	 0.13
1	4.00000	62	0	4877	0.01727	 -69.91	0.97645	  21.31	0.98520	  22.11	0.02856	  97.02	 0.13
1	4.00000	63	250	4877	0.01666	 -72.32	0.97660	  21.38	0.98580	  22.04	0.02835	  98.75	 0.12
1	4.00000	64	500	4877	0.01590	 -74.41	0.97704	  21.33	0.98515	  22.10	0.02764	 100.65	 0.13
1	4.00000	65	750	4877	0.01493	 -74.35	0.97636	  21.28	0.98559	  22.09	0.02657	 101.07	 0.13
1	4.00000	66	1000	4877	0.01391	 -72.02	0.97612	  21.32	0.98415	  22.13	0.02560	 100.49	 0.14
1	4.00000	67	1250	4877	0.01356	 -68.87	0.97649	  21.31	0.98543	  22.08	0.02482	  98.44	 0.13
1	4.00000	68	1500	4877	0.01381	 -63.90	0.97620	  21.31	0.98523	  22.09	0.02482	  96.42	 0.13
1	4.00000	69	1750	4877	0.01434	 -61.30	0.97651	  21.37	0.98495	  22.02	0.02519	  94.08	 0.13
1	4.00000	70	2000	4877	0.01546	 -60.23	0.97645	  21.38	0.98556	  22.03	0.02599	  93.00	 0.13
1	4.00000	71	2250	4877	0.01623	 -61.38	0.97611	  21.33	0.98543	  22.08	0.02713	  92.82	 0.13
1	4.00000	72	2500	4877	0.01701	 -63.70	0.97637	  21.35	0.98519	  22.03	0.02795	  93.81	 0.13
1	4.00000	73	2750	4877	0.01737	 -66.88	0.97687	  21.36	0.98580	  22.11	0.02856	  95.62	 0.12
1	4.00000	74	3000	4877	0.01715	 -70.06	0.97645	  21.33	0.98514	  22.07	0.02872	  97.33	 0.13
1	4.00000	75	3250	4877	0.01654	 -72.44	0.97673	  21.36	0.98482	  22.08	0.02817	  99.31	 0.13
1	4.00000	76	3500	4877	0.01552	 -74.41	0.97639	  21.31	0.98546	  22.11	0.02744	 100.57	 0.13
1	4.00000	77	3750	4877	0.01463	 -73.70	0.97612	  21.32	0.98503	  22.13	0.02650	 100.83	 0.13
1	4.00000	78	4000	4877	0.01392	 -71.57	0.97661	  21.35	0.98435	  22.04	0.02534	 100.12	 0.14
1	4.00000	79	4250	4877	0.01357	 -68.01	0.97599	  21.30	0.98475	  22.08	0.02485	  98.51	 0.13
1	4.00000	80	4500	4877	0.01384	 -63.07	0.97632	  21.38	0.98481	  22.01	0.02476	  95.94	 0.13
1	4.00000	81	4750	4877	0.01459	 -61.31	0.97669	  21.36	0.98607	  21.99	0.02543	  94.01	 0.12
1	4.00000	82	5000	4877	0.01572	 -60.21	0.97689	  21.37	0.98569	  22.06	0.02627	  92.77	 0.12
1	4.00000	83	5250	4877	0.01646	 -62.02	0.97603	  21.30	0.98556	  22.07	0.02718	  92.75	 0.13
1	4.00000	84	5500	4877	0.01714	 -64.42	0.97658	  21.38	0.98571	  22.05	0.02813	  94.01	 0.12
1	4.00000	85	5750	4877	0.01756	 -67.73	0.97710	  21.32	0.98540	  22.10	0.02849	  95.91	 0.13
1	4.00000	86	6000	4877	0.01691	 -70.75	0.97646	  21.33	0.98547	  22.13	0.02850	  97.79	 0.13
1	4.00000	87	6250	4877	0.01639	 -73.37	0.97587	  21.35	0.98511	  22.05	0.02806	  99.73	 0.13
1	4.00000	88	6500	4877	0.01545	 -74.14	0.97649	  21.33	0.98553	  22.12	0.02722	 100.84	 0.13
1	4.00000	89	6750	4877	0.01433	 -73.52	0.97541	  21.31	0.98444	  22.09	0.02630	 100.65	 0.14
1	4.00000	90	7000	4877	0.01394	 -70.82	0.97639	  21.34	0.98492	  22.06	0.02525	  99.81	 0.13
1	4.00000	91	7250	4877	0.01375	 -66.22	0.97618	  21.36	0.98471	  22.05	0.02484	  97.64	 0.13
1	4.00000	92	7500	4877	0.01407	 -63.27	0.97604	  21.35	0.98518	  22.05	0.02497	  95.34	 0.13
1	4.00000	93	7750	4877	0.01466	 -60.66	0.97637	  21.39	0.98461	  22.03	0.02547	  93.31	 0.13
1	4.00000	94	8000	4877	0.01582	 -60.76	0.97644	  21.36	0.98575	  22.00	0.02649	  92.78	 0.12
1	4.00000	95	8250	4877	0.01653	 -63.04	0.97602	  21.36	0.98605	  22.04	0.02742	  93.18	 0.12
1	4.00000	96	8500	4877	0.01731	 -65.27	0.97683	  21.34	0.98573	  22.04	0.02828	  94.69	 0.12
1	4.00000	97	8750	4877	0.01734	 -68.03	0.97667	  21.36	0.98567	  22.06	0.02871	  96.25	 0.12
1	4.00000	98	9000	4877	0.01707	 -71.58	0.97735	  21.35	0.98585	  22.04	0.02851	  98.23	 0.12
1	4.00000	99	9250	4877	0.01609	 -73.88	0.97678	  21.37	0.98539	  22.06	0.02778	  99.91	 0.13
1	4.00000	100	9500	4877	0.01527	 -74.11	0.97651	  21.32	0.98532	  22.12	0.02695	 100.98	 0.13
1	4.00000	101	9750	4877	0.01429	 -72.77	0.97628	  21.38	0.98472	  22.06	0.02590	 100.81	 0.13
1	4.00000	102	10000	4877	0.01355	 -70.02	0.97605	  21.36	0.98449	  22.00	0.02513	  99.36	 0.13
1	4.00000	103	10250	4877	0.01368	 -65.15	0.97646	  21.38	0.98488	  22.00	0.02481	  96.84	 0.13
1	4.00000	104	10500	4877	0.01426	 -62.27	0.97642	  21.35	0.98495	  22.09	0.02502	  94.68	 0.13
1	4.00000	105	10750	4877	0.01512	 -59.68	0.97686	  21.37	0.98498	  22.06	0.02568	  92.84	 0.13
1	4.00000	106	11000	4877	0.01613	 -61.16	0.97689	  21.33	0.98608	  22.04	0.02672	  92.67	 0.12
1	4.00000	107	11250	4877	0.01668	 -62.63	0.97660	  21.39	0.98488	  22.03	0.02778	  93.58	 0.13
1	4.00000	108	11500	4877	0.01735	 -65.73	0.97669	  21.38	0.98501	  22.06	0.02832	  94.76	 0.13
1	4.00000	109	11750	4877	0.01738	 -69.27	0.97707	  21.34	0.98574	  22.10	0.02863	  96.93	 0.12
1	4.00000	110	12000	4877	0.01674	 -72.50	0.97652	  21.36	0.98566	  22.07	0.02840	  98.82	 0.12
1	4.00000	111	12250	4877	0.01586	 -73.86	0.97682	  21.34	0.98485	  22.08	0.02770	 100.19	 0.13
1	4.00000	112	12500	4877	0.01494	 -74.23	0.97680	  21.33	0.98518	  22.11	0.02664	 100.97	 0.13
1	4.00000	113	12750	4877	0.01413	 -72.23	0.97658	  21.36	0.98526	  22.09	0.02573	 100.61	 0.13
1	4.00000	114	13000	4877	0.01352	 -69.19	0.97629	  21.37	0.98451	  22.02	0.02499	  98.93	 0.13
1	4.00000	115	13250	4877	0.01374	 -64.89	0.97616	  21.34	0.98489	  22.06	0.02479	  96.28	 0.13
1	4.00000	116	13500	4877	0.01444	 -61.77	0.97618	  21.40	0.98522	  22.03	0.02515	  94.26	 0.13
1	4.00000	117	13750	4877	0.01547	 -60.66	0.97630	  21.36	0.98537	  22.07	0.02600	  93.10	 0.13
1	4.00000	118	14000	4877	0.01612	 -61.31	0.97653	  21.38	0.98546	  21.99	0.02697	  92.59	 0.13
1	4.00000	119	14250	4877	0.01699	 -63.70	0.97674	  21.38	0.98573	  22.04	0.02782	  93.69	 0.12
1	4.00000	120	14500	4877	0.01729	 -66.59	0.97653	  21.35	0.98537	  22.08	0.02854	  95.24	 0.13
1	4.00000	121	14750	4877	0.01708	 -70.02	0.97656	  21.35	0.98516	  22.08	0.02846	  97.44	 0.13
1	4.00000	122	0	7316	0.12918	 -86.59	0.97752	  20.95	0.99332	  22.41	0.14338	  99.62	-0.01
1	4.00000	123	250	7316	0.12521	-114.21	0.97453	  20.50	0.98421	  22.60	0.14001	 124.56	 0.07
1	4.00000	124	500	7316	0.11859	-143.03	0.97014	  20.07	0.97239	  22.59	0.13121	 150.33	 0.18
1	4.00000	125	750	7316	0.11122	-173.36	0.96542	  19.92	0.96241	  22.28	0.11888	 178.17	 0.28
1	4.00000	126	1000	7316	0.10436	 154.27	0.96118	  19.97	0.95648	  21.76	0.10529	-150.77	 0.34
1	4.00000	127	1250	7316	0.10068	 120.16	0.95851	  20.26	0.95594	  21.24	0.09486	-115.11	 0.35
1	4.00000	128	1500	7316	0.10171	  85.16	0.95973	  20.79	0.96105	  20.73	0.09156	 -75.99	 0.30
1	4.00000	129	1750	7316	0.10707	  51.62	0.96272	  21.26	0.97099	  20.49	0.09760	 -37.70	 0.21
1	4.00000	130	2000	7316	0.11484	  20.19	0.96608	  21.65	0.98214	  20.60	0.10977	  -3.24	 0.10
1	4.00000	131	2250	7316	0.12255	  -9.36	0.97111	  21.79	0.99246	  20.88	0.12383	  26.89	 0.00
1	4.00000	132	2500	7316	0.12824	 -37.38	0.97494	  21.68	0.99786	  21.40	0.13559	  54.14	-0.05
1	4.00000	133	2750	7316	0.13045	 -64.55	0.97721	  21.36	0.99722	  21.96	0.14259	  79.64	-0.05
1	4.00000	134	3000	7316	0.12887	 -91.88	0.97669	  20.85	0.99218	  22.39	0.14382	 104.46	-0.00
1	4.00000	135	3250	7316	0.12436	-119.69	0.97482	  20.32	0.98216	  22.64	0.13894	 129.57	 0.09
1	4.00000	136	3500	7316	0.11709	-148.79	0.96957	  20.00	0.97051	  22.55	0.12911	 155.70	 0.20
1	4.00000	137	3750	7316	0.10933	-179.55	0.96462	  19.87	0.96145	  22.23	0.11612	-175.90	 0.29
1	4.00000	138	4000	7316	0.10299	 147.61	0.96102	  20.00	0.95661	  21.66	0.10295	-143.83	 0.34
1	4.00000	139	4250	7316	0.09994	 113.18	0.95914	  20.39	0.95688	  21.08	0.09313	-107.35	 0.34
1	4.00000	140	4500	7316	0.10138	  78.34	0.96037	  20.88	0.96299	  20.64	0.09151	 -68.19	 0.28
1	4.00000	141	4750	7316	0.10730	  45.09	0.96328	  21.36	0.97305	  20.49	0.09883	 -30.50	 0.19
1	4.00000	142	5000	7316	0.11450	  14.21	0.96705	  21.67	0.98472	  20.65	0.11101	   3.09	 0.08
1	4.00000	143	5250	7316	0.12087	 -14.80	0.97222	  21.84	0.99423	  21.03	0.12415	  32.64	-0.01
1	4.00000	144	5500	7316	0.12507	 -42.57	0.97579	  21.77	0.99840	  21.58	0.13430	  59.47	-0.05
1	4.00000	145	5750	7316	0.12590	 -69.99	0.97769	  21.42	0.99618	  22.16	0.13950	  84.98	-0.04
1	4.00000	146	6000	7316	0.12338	 -97.57	0.97725	  20.96	0.98950	  22.69	0.13900	 110.26	 0.03
1	4.00000	147	6250	7316	0.11790	-125.82	0.97384	  20.56	0.98032	  22.87	0.13270	 135.86	 0.11
1	4.00000	148	6500	7316	0.11120	-155.29	0.96930	  20.23	0.96914	  22.76	0.12247	 162.57	 0.22
1	4.00000	149	6750	7316	0.10406	 173.07	0.96440	  20.16	0.96035	  22.29	0.10973	-168.25	 0.30
1	4.00000	150	7000	7316	0.09921	 139.24	0.96041	  20.30	0.95610	  21.75	0.09846	-135.22	 0.35
1	4.00000	151	7250	7316	0.09863	 104.19	0.95862	  20.52	0.95815	  21.07	0.09176	 -97.59	 0.33
1	4.00000	152	7500	7316	0.10193	  69.67	0.96111	  20.99	0.96462	  20.58	0.09301	 -58.40	 0.27
1	4.00000	153	7750	7316	0.10869	  37.02	0.96386	  21.30	0.97627	  20.39	0.10223	 -21.60	 0.16
1	4.00000	154	8000	7316	0.11671	   6.33	0.96853	  21.59	0.98694	  20.50	0.11568	  10.86	 0.05
1	4.00000	155	8250	7316	0.12378	 -22.28	0.97385	  21.59	0.99607	  20.96	0.12881	  39.50	-0.03
1	4.00000	156	8500	7316	0.12785	 -49.66	0.97619	  21.38	0.99911	  21.54	0.13843	  65.63	-0.06
1	4.00000	157	8750	7316	0.12831	 -76.69	0.97765	  21.00	0.99555	  22.15	0.14290	  90.73	-0.03
1	4.00000	158	9000	7316	0.12503	-104.16	0.97610	  20.64	0.98775	  22.47	0.14133	 115.60	 0.04
1	4.00000	159	9250	7316	0.11892	-132.30	0.97301	  20.24	0.97725	  22.68	0.13392	 141.09	 0.14
1	4.00000	160	9500	7316	0.11130	-161.81	0.96781	  20.07	0.96668	  22.51	0.12220	 168.09	 0.24
1	4.00000	161	9750	7316	0.10343	 166.22	0.96357	  20.04	0.95917	  22.11	0.10849	-161.91	 0.32
1	4.00000	162	10000	7316	0.09851	 132.09	0.96018	  20.27	0.95659	  21.57	0.09619	-127.47	 0.34
1	4.00000	163	10250	7316	0.09773	  96.88	0.95985	  20.65	0.95959	  20.99	0.09033	 -89.11	 0.32
1	4.00000	164	10500	7316	0.10202	  62.37	0.96127	  21.11	0.96747	  20.51	0.09344	 -49.90	 0.24
1	4.00000	165	10750	7316	0.10950	  29.80	0.96508	  21.45	0.97841	  20.37	0.10445	 -13.94	 0.14
1	4.00000	166	11000	7316	0.11781	  -0.44	0.97057	  21.59	0.98933	  20.60	0.11865	  17.56	 0.03
1	4.00000	167	11250	7316	0.12457	 -28.71	0.97429	  21.54	0.99605	  21.08	0.13133	  45.58	-0.03
1	4.00000	168	11500	7316	0.12774	 -55.95	0.97692	  21.36	0.99852	  21.63	0.14033	  71.44	-0.06
1	4.00000	169	11750	7316	0.12756	 -83.11	0.97729	  20.94	0.99387	  22.19	0.14343	  96.43	-0.02
1	4.00000	170	12000	7316	0.12393	-110.65	0.97457	  20.50	0.98541	  22.56	0.14048	 121.39	 0.06
1	4.00000	171	12250	7316	0.11760	-139.11	0.97158	  20.20	0.97457	  22.67	0.13225	 147.20	 0.16
1	4.00000	172	12500	7316	0.10957	-168.98	0.96659	  20.05	0.96326	  22.46	0.11981	 174.75	 0.27
1	4.00000	173	12750	7316	0.10243	 158.50	0.96255	  20.13	0.95714	  21.97	0.10619	-154.29	 0.33
1	4.00000	174	13000	7316	0.09821	 124.13	0.95984	  20.36	0.95642	  21.36	0.09492	-119.01	 0.34
1	4.00000	175	13250	7316	0.09855	  89.02	0.96005	  20.81	0.96044	  20.81	0.09091	 -80.23	 0.31
1	4.00000	176	13500	7316	0.10368	  54.95	0.96199	  21.20	0.96972	  20.51	0.09611	 -41.68	 0.22
1	4.00000	177	13750	7316	0.11135	  22.99	0.96609	  21.53	0.98075	  20.38	0.10804	  -6.77	 0.11
1	4.00000	178	14000	7316	0.11961	  -6.79	0.97097	  21.62	0.99144	  20.64	0.12233	  23.88	 0.01
1	4.00000	179	14250	7316	0.12560	 -34.75	0.97459	  21.53	0.99721	  21.13	0.13442	  51.32	-0.04
1	4.00000	180	14500	7316	0.12822	 -61.99	0.97725	  21.23	0.99786	  21.73	0.14200	  76.97	-0.05
1	4.00000	181	14750	7316	0.12728	 -89.03	0.97701	  20.83	0.99266	  22.26	0.14380	 101.87	-0.01
1	4.00000	182	0	7470	0.16227	 -86.77	0.97420	  21.16	0.99236	  22.70	0.17743	  99.79	-0.05
1	4.00000	183	250	7470	0.15829	-115.22	0.97146	  20.50	0.98079	  23.05	0.17385	 125.76	 0.06
1	4.00000	184	500	7470	0.15194	-144.53	0.96636	  19.97	0.96632	  23.03	0.16469	 152.68	 0.20
1	4.00000	185	750	7470	0.14479	-174.94	0.95960	  19.75	0.95447	  22.64	0.15211	-178.88	 0.31
1	4.00000	186	1000	7470	0.13808	 153.15	0.95411	  19.84	0.94634	  21.99	0.13884	-147.69	 0.40
1	4.00000	187	1250	7470	0.13428	 119.74	0.95190	  20.30	0.94531	  21.19	0.12881	-113.24	 0.41
1	4.00000	188	1500	7470	0.13526	  86.01	0.95243	  20.89	0.95143	  20.60	0.12589	 -76.23	 0.35
1	4.00000	189	1750	7470	0.14072	  53.26	0.95593	  21.52	0.96437	  20.26	0.13165	 -39.75	 0.23
1	4.00000	190	2000	7470	0.14827	  21.88	0.96090	  22.03	0.97839	  20.32	0.14355	  -5.97	 0.09
1	4.00000	191	2250	7470	0.15627	  -7.85	0.96740	  22.26	0.99087	  20.76	0.15794	  24.57	-0.03
1	4.00000	192	2500	7470	0.16170	 -36.38	0.97191	  22.06	0.99799	  21.50	0.16960	  52.67	-0.10
1	4.00000	193	2750	7470	0.16406	 -64.37	0.97520	  21.60	0.99916	  22.24	0.17688	  79.16	-0.11
1	4.00000	194	3000	7470	0.16207	 -92.39	0.97445	  20.98	0.99038	  22.79	0.17786	 105.08	-0.03
1	4.00000	195	3250	7470	0.15721	-120.90	0.97116	  20.37	0.97813	  23.10	0.17286	 131.14	 0.08
1	4.00000	196	3500	7470	0.15042	-150.53	0.96489	  19.86	0.96329	  22.96	0.16260	 158.17	 0.23
1	4.00000	197	3750	7470	0.14270	 178.71	0.95884	  19.75	0.95152	  22.52	0.14947	-172.77	 0.34
1	4.00000	198	4000	7470	0.13643	 146.37	0.95392	  19.93	0.94600	  21.82	0.13643	-140.84	 0.40
1	4.00000	199	4250	7470	0.13324	 112.97	0.95203	  20.41	0.94612	  21.08	0.12736	-105.72	 0.40
1	4.00000	200	4500	7470	0.13503	  79.38	0.95182	  21.09	0.95407	  20.43	0.12559	 -68.76	 0.33
1	4.00000	201	4750	7470	0.14040	  46.82	0.95644	  21.64	0.96732	  20.24	0.13274	 -32.83	 0.20
1	4.00000	202	5000	7470	0.14766	  15.98	0.96289	  22.06	0.98178	  20.46	0.14460	   0.42	 0.06
1	4.00000	203	5250	7470	0.15397	 -13.29	0.96872	  22.24	0.99375	  21.02	0.15745	  30.38	-0.05
1	4.00000	204	5500	7470	0.15792	 -41.69	0.97331	  22.11	0.99909	  21.72	0.16769	  58.23	-0.10
1	4.00000	205	5750	7470	0.15849	 -69.86	0.97526	  21.66	0.99708	  22.55	0.17272	  84.79	-0.09
1	4.00000	206	6000	7470	0.15554	 -98.44	0.97411	  21.10	0.98837	  23.10	0.17210	 111.14	-0.00
1	4.00000	207	6250	7470	0.15034	-127.27	0.97067	  20.55	0.97571	  23.33	0.16558	 137.79	 0.11
1	4.00000	208	6500	7470	0.14354	-156.95	0.96514	  20.19	0.96216	  23.20	0.15515	 165.35	 0.24
1	4.00000	209	6750	7470	0.13673	 171.58	0.95857	  20.10	0.95115	  22.67	0.14278	-164.95	 0.35
1	4.00000	210	7000	7470	0.13197	 138.50	0.95343	  20.25	0.94541	  21.88	0.13206	-132.38	 0.41
1	4.00000	211	7250	7470	0.13195	 104.32	0.95153	  20.65	0.94787	  20.97	0.12606	 -96.48	 0.39
1	4.00000	212	7500	7470	0.13529	  70.95	0.95329	  21.14	0.95616	  20.39	0.12723	 -59.53	 0.31
1	4.00000	213	7750	7470	0.14201	  38.66	0.95767	  21.66	0.97073	  20.14	0.13606	 -24.08	 0.17
1	4.00000	214	8000	7470	0.14993	   8.04	0.96372	  21.91	0.98539	  20.32	0.14933	   8.25	 0.03
1	4.00000	215	8250	7470	0.15666	 -21.03	0.96966	  21.99	0.99595	  20.81	0.16249	  37.43	-0.07
1	4.00000	216	8500	7470	0.16078	 -48.98	0.97418	  21.68	1.00016	  21.65	0.17239	  64.54	-0.12
1	4.00000	217	8750	7470	0.16136	 -77.03	0.97541	  21.20	0.99631	  22.35	0.17702	  90.68	-0.08
1	4.00000	218	9000	7470	0.15812	-105.08	0.97290	  20.65	0.98564	  22.94	0.17511	 116.65	 0.02
1	4.00000	219	9250	7470	0.15160	-133.83	0.96885	  20.25	0.97203	  23.08	0.16744	 143.19	 0.15
1	4.00000	220	9500	7470	0.14428	-163.73	0.96235	  19.98	0.95907	  22.91	0.15551	 171.05	 0.27
1	4.00000	221	9750	7470	0.13679	 164.64	0.95724	  19.97	0.94864	  22.34	0.14173	-158.55	 0.38
1	4.00000	222	10000	7470	0.13160	 131.41	0.95281	  20.27	0.94547	  21.63	0.12991	-124.89	 0.41
1	4.00000	223	10250	7470	0.13094	  97.17	0.95233	  20.74	0.94958	  20.86	0.12445	 -88.51	 0.37
1	4.00000	224	10500	7470	0.13507	  63.81	0.95469	  21.31	0.96022	  20.32	0.12746	 -51.53	 0.27
1	4.00000	225	10750	7470	0.14239	  31.59	0.95925	  21.69	0.97383	  20.17	0.13807	 -16.73	 0.14
1	4.00000	226	11000	7470	0.15077	   1.18	0.96554	  21.95	0.98782	  20.39	0.15222	  15.00	 0.01
1	4.00000	227	11250	7470	0.15737	 -27.63	0.97064	  21.89	0.99710	  21.02	0.16521	  43.76	-0.08
